Movie Title,Num of Rating,Avg Rating
"Pagemaster, The (1994)",12,2.25
"Pallbearer, The (1996)",22,2.3181818181818183
Palmetto (1998),14,3.1428571428571432
Palookaville (1996),13,2.9230769230769234
Panther (1995),5,2.4
"Paper, The (1994)",40,3.225
Paradise Lost: The Child Murders at Robin Hood Hills (1996),20,4.05
Paradise Road (1997),7,3.2857142857142856
"Parent Trap, The (1961)",73,3.095890410958904
Paris Is Burning (1990),27,3.814814814814815
Paris Was a Woman (1995),1,3.0
"Paris, France (1993)",3,2.333333333333333
"Paris, Texas (1984)",46,3.5434782608695654
Party Girl (1995),16,2.875
Passion Fish (1992),28,3.1785714285714284
Pather Panchali (1955),8,4.625
Paths of Glory (1957),33,4.212121212121212
Patton (1970),136,3.9926470588235294
"Peacemaker, The (1997)",136,3.272058823529412
Penny Serenade (1941),8,3.0
"People vs. Larry Flynt, The (1996)",215,3.5953488372093023
"Perez Family, The (1995)",14,2.642857142857143
"Perfect Candidate, A (1996)",4,4.0
"Perfect World, A (1993)",50,3.68
Persuasion (1995),44,4.045454545454546
"Pest, The (1997)",8,1.875
Pete's Dragon (1977),43,2.7209302325581395
"Phantom, The (1996)",80,2.575
Phantoms (1998),13,2.230769230769231
Pharaoh's Army (1995),1,1.0
Phat Beach (1996),5,1.6
Phenomenon (1996),244,3.557377049180328
Philadelphia (1993),137,3.854014598540146
"Philadelphia Story, The (1940)",104,4.115384615384615
"Piano, The (1993)",168,3.6011904761904763
Picnic (1955),18,3.611111111111111
Picture Bride (1995),10,3.1
Picture Perfect (1997),81,2.962962962962963
Pie in the Sky (1995),4,2.0
"Pillow Book, The (1995)",26,3.692307692307693
Pink Floyd - The Wall (1982),114,3.3508771929824563
Pinocchio (1940),101,3.6732673267326734
Platoon (1986),127,3.692913385826772
Playing God (1997),43,2.627906976744186
Pocahontas (1995),51,2.5294117647058822
Poetic Justice (1993),9,2.7777777777777777
Poison Ivy II (1995),13,2.1538461538461537
Police Story 4: Project S (Chao ji ji hua) (1993),1,1.0
Pollyanna (1960),27,3.1481481481481484
"Pompatus of Love, The (1996)",7,3.0
Ponette (1996),10,3.3
"Portrait of a Lady, The (1996)",25,2.68
"Postino, Il (1994)",183,3.9672131147540974
"Postman, The (1997)",58,3.2241379310344827
Powder (1995),48,3.208333333333333
Power 98 (1995),1,1.0
"Preacher's Wife, The (1996)",68,2.9264705882352944
Prefontaine (1997),3,5.0
Pretty Woman (1990),164,3.3231707317073167
"Price Above Rubies, A (1998)",3,3.333333333333333
Priest (1994),40,4.0
Primal Fear (1996),178,3.6011235955056184
Primary Colors (1998),13,3.9230769230769234
"Princess Bride, The (1987)",324,4.1728395061728385
Princess Caraboo (1994),15,3.1333333333333333
Prisoner of the Mountains (Kavkazsky Plennik) (1996),5,3.0
Private Benjamin (1980),67,2.955223880597015
Private Parts (1997),100,3.53
"Professional, The (1994)",149,3.704697986577181
"Program, The (1993)",31,2.838709677419355
"Promesse, La (1996)",6,3.333333333333333
"Promise, The (Versprechen, Das) (1994)",1,1.0
"Prophecy II, The (1998)",20,2.7
"Prophecy, The (1995)",32,2.9375
Psycho (1960),239,4.100418410041842
Pulp Fiction (1994),394,4.060913705583757
Pump Up the Volume (1990),79,3.4177215189873418
Purple Noon (1960),7,3.1428571428571432
Pushing Hands (1992),2,2.0
"Pyromaniac's Love Story, A (1995)",7,2.4285714285714284
Quartier Mozart (1992),1,1.0
"Queen Margot (Reine Margot, La) (1994)",24,3.5
"Quest, The (1996)",27,2.5185185185185186
"Quick and the Dead, The (1995)",48,3.208333333333333
"Quiet Man, The (1952)",67,4.029850746268656
"Quiet Room, The (1996)",3,3.6666666666666665
Quiz Show (1994),175,3.645714285714286
Race the Sun (1996),5,2.8
Radioland Murders (1994),12,3.333333333333333
Raging Bull (1980),116,4.120689655172414
Raiders of the Lost Ark (1981),420,4.2523809523809515
"Rainmaker, The (1997)",145,3.6
Raise the Red Lantern (1991),58,4.155172413793103
Raising Arizona (1987),256,3.875
Ran (1985),70,4.1
Ransom (1996),267,3.644194756554307
Raw Deal (1948),1,2.0
Ready to Wear (Pret-A-Porter) (1994),18,1.8333333333333333
Real Genius (1985),119,3.6638655462184873
Reality Bites (1994),77,2.9610389610389616
Rear Window (1954),209,4.3875598086124405
Rebecca (1940),66,3.9696969696969697
Rebel Without a Cause (1955),90,3.855555555555556
Reckless (1995),8,2.75
Red Corner (1997),57,3.3859649122807016
"Red Firecracker, Green Firecracker (1994)",13,3.4615384615384617
Red Rock West (1992),52,3.5961538461538463
"Ref, The (1994)",58,3.034482758620689
Relative Fear (1994),3,1.6666666666666667
"Relic, The (1997)",25,2.88
"Reluctant Debutante, The (1958)",1,3.0
"Remains of the Day, The (1993)",150,3.94
Renaissance Man (1994),43,3.0
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",3,3.333333333333333
Rent-a-Kid (1995),8,3.0
"Replacement Killers, The (1998)",39,3.3076923076923075
Reservoir Dogs (1992),148,3.9864864864864864
Restoration (1995),71,3.4647887323943665
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",44,3.772727272727273
Return of the Jedi (1983),507,4.007889546351085
"Return of the Pink Panther, The (1974)",92,3.5543478260869565
Rhyme & Reason (1997),5,2.2
"Rich Man's Wife, The (1996)",15,2.4
Richard III (1995),89,3.831460674157303
Richie Rich (1994),21,2.4285714285714284
Ridicule (1996),44,3.704545454545455
"Right Stuff, The (1983)",157,3.917197452229299
Ripe (1996),1,2.0
Rising Sun (1993),43,2.9069767441860463
"River Wild, The (1994)",146,3.1438356164383565
"Road to Wellville, The (1994)",17,2.294117647058824
Rob Roy (1995),92,3.565217391304348
Robert A. Heinlein's The Puppet Masters (1994),18,3.0
Robin Hood: Men in Tights (1993),56,2.5892857142857144
Robin Hood: Prince of Thieves (1991),75,3.2266666666666666
Robocop 3 (1993),11,1.7272727272727273
"Rock, The (1996)",378,3.693121693121693
Rocket Man (1997),49,2.4081632653061225
Roman Holiday (1953),68,4.102941176470588
Romeo Is Bleeding (1993),37,3.0
Romper Stomper (1992),5,3.0
Romy and Michele's High School Reunion (1997),98,3.0612244897959178
"Room with a View, A (1986)",134,3.985074626865672
Roommates (1995),13,3.2307692307692313
Roseanna's Grave (For Roseanna) (1997),5,2.8
Rosencrantz and Guildenstern Are Dead (1990),90,3.888888888888889
Rosewood (1997),114,3.6666666666666665
Rough Magic (1995),2,2.5
Ruby in Paradise (1993),23,3.1304347826086962
Rudy (1993),64,3.3125
"Ruling Class, The (1972)",16,3.875
Rumble in the Bronx (1995),174,3.4482758620689653
"Run of the Country, The (1995)",4,3.25
S.F.W. (1994),2,3.0
Sabrina (1954),64,3.796875
Sabrina (1995),190,3.5
Safe (1995),13,4.0
Safe Passage (1994),2,3.0
"Saint of Fort Washington, The (1993)",2,5.0
"Saint, The (1997)",316,3.123417721518988
Salut cousin! (1996),2,2.0
"Santa Clause, The (1994)",82,3.097560975609756
Santa with Muscles (1996),2,5.0
"Savage Nights (Nuits fauves, Les) (1992)",3,3.0
"Scarlet Letter, The (1926)",2,3.0
"Scarlet Letter, The (1995)",5,2.4
Schindler's List (1993),298,4.466442953020135
Schizopolis (1996),4,3.0
"Scout, The (1994)",12,2.6666666666666665
Scream (1996),478,3.44142259414226
Scream 2 (1997),106,3.2169811320754715
Scream of Stone (Schrei aus Stein) (1991),1,3.0
Screamers (1995),46,2.652173913043478
"Search for One-eye Jimmy, The (1996)",3,2.6666666666666665
Searching for Bobby Fischer (1993),138,3.9057971014492754
"Second Jungle Book: Mowgli & Baloo, The (1997)",6,2.0
"Secret Adventures of Tom Thumb, The (1993)",5,2.6
"Secret Agent, The (1996)",6,3.0
"Secret Garden, The (1993)",79,3.5443037974683542
"Secret of Roan Inish, The (1994)",71,3.859154929577465
Secrets & Lies (1996),162,4.265432098765432
Selena (1997),16,3.625
Sense and Sensibility (1995),268,4.0111940298507465
Senseless (1998),7,2.4285714285714284
Serial Mom (1994),54,2.814814814814815
Set It Off (1996),19,3.421052631578948
Seven (Se7en) (1995),236,3.8474576271186436
Seven Years in Tibet (1997),155,3.4580645161290318
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",72,3.5416666666666665
"Sex, Lies, and Videotape (1989)",101,3.4752475247524752
"Sexual Life of the Belgians, The (1994)",2,1.5
Sgt. Bilko (1996),74,2.5675675675675675
Shadow Conspiracy (1997),44,2.863636363636364
Shadow of Angels (Schatten der Engel) (1976),1,1.0
"Shadow, The (1994)",45,2.888888888888889
Shadowlands (1993),78,3.935897435897436
Shadows (Cienie) (1988),1,1.0
"Shaggy Dog, The (1959)",30,3.0
Shall We Dance? (1937),17,3.7058823529411766
Shall We Dance? (1996),46,4.260869565217392
Shallow Grave (1994),66,3.8181818181818175
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),26,3.5769230769230766
"Shawshank Redemption, The (1994)",283,4.445229681978798
She's So Lovely (1997),53,2.7358490566037736
She's the One (1996),73,3.0136986301369864
Shiloh (1997),12,2.833333333333333
Shine (1996),129,3.922480620155039
"Shining, The (1980)",206,3.825242718446602
"Shooter, The (1995)",3,2.6666666666666665
Shooting Fish (1997),10,2.5
Shopping (1994),1,2.0
Short Cuts (1993),67,3.776119402985074
"Show, The (1995)",2,3.0
Showgirls (1995),23,1.9565217391304348
"Silence of the Lambs, The (1991)",390,4.28974358974359
"Silence of the Palace, The (Saimt el Qusur) (1994)",1,3.0
"Simple Twist of Fate, A (1994)",10,3.2
"Simple Wish, A (1997)",3,1.6666666666666667
Singin' in the Rain (1952),137,3.992700729927008
Sirens (1994),59,2.983050847457627
Six Degrees of Separation (1993),74,3.77027027027027
"Sixth Man, The (1997)",9,3.2222222222222223
Sleeper (1973),82,3.634146341463415
Sleepers (1996),169,3.5147928994082838
Sleepless in Seattle (1993),213,3.539906103286385
Sleepover (1995),1,3.0
Sliding Doors (1998),5,2.6
Sling Blade (1996),136,4.198529411764706
"Slingshot, The (1993)",2,3.5
Sliver (1993),37,2.4054054054054053
Small Faces (1995),1,2.0
"Smile Like Yours, A (1997)",25,2.88
Smilla's Sense of Snow (1997),48,3.1666666666666665
Smoke (1995),74,3.6216216216216215
Sneakers (1992),150,3.513333333333333
Snow White and the Seven Dwarfs (1937),172,3.7093023255813953
So Dear to My Heart (1949),4,3.25
So I Married an Axe Murderer (1993),95,3.0526315789473686
Solo (1996),12,1.8333333333333333
Some Folks Call It a Sling Blade (1993),41,4.2926829268292686
Some Kind of Wonderful (1987),59,3.6610169491525424
Some Like It Hot (1959),128,3.984375
Some Mother's Son (1996),2,4.5
Somebody to Love (1994),2,1.0
Someone Else's America (1995),1,5.0
Something to Talk About (1995),26,2.769230769230769
Somewhere in Time (1980),82,3.4268292682926833
Son in Law (1993),39,2.4871794871794872
Sophie's Choice (1982),58,3.896551724137931
Soul Food (1997),59,3.1694915254237284
"Sound of Music, The (1965)",222,3.765765765765766
Space Jam (1996),93,2.7741935483870965
"Spanish Prisoner, The (1997)",1,4.0
Spanking the Monkey (1994),27,3.0740740740740735
Spawn (1997),143,2.6153846153846154
"Specialist, The (1994)",20,2.25
Species (1995),45,2.8666666666666667
Speechless (1994),36,3.083333333333333
Speed (1994),230,3.6478260869565218
Speed 2: Cruise Control (1997),38,2.131578947368421
Spellbound (1945),30,3.933333333333333
Sphere (1998),41,2.9268292682926833
Spice World (1997),26,2.1153846153846154
Spirits of the Dead (Tre passi nel delirio) (1968),2,2.5
"Spitfire Grill, The (1996)",97,3.8041237113402064
Sprung (1997),3,2.0
Spy Hard (1996),43,2.511627906976744
Squeeze (1996),3,1.6666666666666667
Stag (1997),9,2.1111111111111107
Stalingrad (1993),12,3.1666666666666665
Stalker (1979),11,3.5454545454545454
Stand by Me (1986),227,3.8810572687224667
Star Kid (1997),3,5.0
"Star Maker, The (Uomo delle stelle, L') (1995)",12,3.1666666666666665
Star Maps (1997),19,3.0526315789473686
Star Trek III: The Search for Spock (1984),171,3.111111111111111
Star Trek IV: The Voyage Home (1986),199,3.4472361809045227
Star Trek V: The Final Frontier (1989),63,2.3968253968253967
Star Trek VI: The Undiscovered Country (1991),161,3.279503105590062
Star Trek: First Contact (1996),365,3.6602739726027407
Star Trek: Generations (1994),116,3.3362068965517233
Star Trek: The Motion Picture (1979),117,3.034188034188034
Star Trek: The Wrath of Khan (1982),244,3.8155737704918034
Star Wars (1977),583,4.358490566037736
Stargate (1994),127,3.141732283464567
"Stars Fell on Henrietta, The (1995)",3,2.333333333333333
Starship Troopers (1997),211,3.2322274881516586
"Steal Big, Steal Little (1995)",7,2.571428571428572
Stealing Beauty (1996),64,3.375
Steel (1997),19,2.1578947368421053
Stefano Quantestorie (1993),1,1.0
Stephen King's The Langoliers (1995),29,2.413793103448276
"Sting, The (1973)",241,4.058091286307054
Stonewall (1995),5,4.2
"Story of Xinghua, The (1993)",5,3.2
Strange Days (1995),87,3.2643678160919536
Stranger in the House (1997),7,2.4285714285714284
"Stranger, The (1994)",3,3.0
Strawberry and Chocolate (Fresa y chocolate) (1993),11,3.272727272727273
Street Fighter (1994),8,2.75
"Streetcar Named Desire, A (1951)",98,3.8163265306122454
Strictly Ballroom (1992),104,4.028846153846153
Striking Distance (1993),12,2.583333333333333
Stripes (1981),5,3.8
Striptease (1996),67,2.238805970149253
Stuart Saves His Family (1995),16,2.125
"Stupids, The (1996)",17,2.0
SubUrbia (1997),12,3.6666666666666665
"Substance of Fire, The (1996)",4,3.25
"Substitute, The (1996)",49,2.6938775510204085
Sudden Death (1995),47,2.723404255319149
Sudden Manhattan (1996),2,1.5
"Sum of Us, The (1994)",11,3.5454545454545454
"Sunchaser, The (1996)",1,3.0
Sunset Blvd. (1950),65,4.2
Sunset Park (1996),8,2.5
Super Mario Bros. (1993),26,2.0769230769230766
Supercop (1992),65,3.5384615384615383
Surviving Picasso (1996),19,3.1052631578947367
Surviving the Game (1994),11,2.4545454545454546
Suture (1993),4,2.25
"Swan Princess, The (1994)",7,2.8571428571428568
"Sweet Hereafter, The (1997)",44,3.772727272727273
Sweet Nothing (1995),1,3.0
Swept from the Sea (1997),7,2.4285714285714284
Swimming with Sharks (1995),47,3.5744680851063837
Swingers (1996),157,3.828025477707006
Swiss Family Robinson (1960),39,3.358974358974359
Switchback (1997),17,2.8235294117647056
Switchblade Sisters (1975),13,3.2307692307692313
"Sword in the Stone, The (1963)",82,3.3292682926829267
"Symphonie pastorale, La (1946)",1,1.0
T-Men (1947),1,1.0
Tainted (1998),1,3.0
Tales From the Crypt Presents: Demon Knight (1995),43,2.976744186046512
Tales from the Crypt Presents: Bordello of Blood (1996),55,2.636363636363636
Tales from the Hood (1995),27,2.0370370370370368
Talking About Sex (1994),5,1.8
"Tango Lesson, The (1997)",13,3.3846153846153846
Tank Girl (1995),41,2.8536585365853657
Target (1995),1,3.0
Taxi Driver (1976),182,4.12087912087912
Telling Lies in America (1997),13,3.2307692307692313
Temptress Moon (Feng Yue) (1996),3,1.6666666666666667
Terminal Velocity (1994),34,2.676470588235294
Terminator 2: Judgment Day (1991),295,4.0067796610169495
"Terminator, The (1984)",301,3.933554817275748
Terror in a Texas Town (1958),1,1.0
Tetsuo II: Body Hammer (1992),6,2.6666666666666665
That Darn Cat! (1965),19,2.473684210526316
That Darn Cat! (1997),41,2.463414634146341
That Old Feeling (1997),11,3.363636363636364
That Thing You Do! (1996),176,3.4659090909090913
The Courtyard (1995),1,1.0
The Deadly Cure (1996),2,3.0
The Innocent (1994),4,3.0
Theodore Rex (1995),5,1.4
They Made Me a Criminal (1939),1,5.0
"Thieves (Voleurs, Les) (1996)",7,3.7142857142857135
"Thin Blue Line, The (1988)",35,3.7714285714285714
"Thin Line Between Love and Hate, A (1996)",12,2.4166666666666665
"Thin Man, The (1934)",60,4.15
Things to Do in Denver when You're Dead (1995),71,3.1549295774647885
Thinner (1996),49,2.4489795918367347
"Third Man, The (1949)",72,4.333333333333333
Thirty-Two Short Films About Glenn Gould (1993),18,3.9444444444444446
This Is Spinal Tap (1984),191,3.9057591623036654
"Thousand Acres, A (1997)",37,3.4054054054054053
"Three Caballeros, The (1945)",22,3.272727272727273
Three Colors: Blue (1993),64,4.015625
Three Colors: Red (1994),83,4.0602409638554215
Three Colors: White (1994),59,3.864406779661017
Three Lives and Only One Death (1996),1,3.0
"Three Musketeers, The (1993)",89,3.3033707865168536
Three Wishes (1995),9,3.2222222222222223
Threesome (1994),31,2.838709677419355
Tie Me Up! Tie Me Down! (1990),32,3.1875
"Tie That Binds, The (1995)",7,2.4285714285714284
Tigrero: A Film That Was Never Made (1994),1,1.0
Time Tracers (1995),2,1.5
"Time to Kill, A (1996)",232,3.685344827586207
Timecop (1994),31,3.0967741935483866
Tin Cup (1996),193,3.160621761658031
"Tin Drum, The (Blechtrommel, Die) (1979)",40,3.7
Tin Men (1987),51,3.07843137254902
Titanic (1997),350,4.2457142857142856
To Be or Not to Be (1942),18,3.611111111111111
To Catch a Thief (1955),50,4.02
To Cross the Rubicon (1991),1,1.0
To Die For (1995),87,3.2758620689655173
To Gillian on Her 37th Birthday (1996),44,3.0681818181818183
"To Have, or Not (1995)",2,2.0
To Kill a Mockingbird (1962),219,4.2922374429223735
To Live (Huozhe) (1994),14,3.7857142857142856
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",57,2.8947368421052637
Tokyo Fist (1995),1,4.0
Tom & Viv (1994),9,3.333333333333333
Tom and Huck (1995),12,3.1666666666666665
Tombstone (1993),108,3.6666666666666665
Tommy Boy (1995),66,2.9090909090909087
Tomorrow Never Dies (1997),180,3.4277777777777776
Top Gun (1986),220,3.481818181818182
Top Hat (1935),21,4.047619047619048
Total Eclipse (1995),4,2.75
Touch (1997),9,2.7777777777777777
Touch of Evil (1958),34,3.9117647058823533
Tough and Deadly (1995),2,3.0
Touki Bouki (Journey of the Hyena) (1973),1,1.0
Toy Story (1995),452,3.878318584070796
Trainspotting (1996),250,3.884
"Transformers: The Movie, The (1986)",32,2.84375
Traveller (1997),13,3.3076923076923075
"Treasure of the Sierra Madre, The (1948)",80,4.1
Trees Lounge (1996),50,3.24
Trial and Error (1997),23,2.5217391304347827
Trial by Jury (1994),7,2.4285714285714284
"Trigger Effect, The (1996)",35,3.2
True Crime (1995),9,3.333333333333333
True Lies (1994),208,3.5625
True Romance (1993),104,3.615384615384616
"Truman Show, The (1998)",11,2.9090909090909087
Trust (1990),19,3.7894736842105265
"Truth About Cats & Dogs, The (1996)",272,3.4852941176470584
"Truth or Consequences, N.M. (1997)",3,2.0
Turbo: A Power Rangers Movie (1997),5,1.8
Turbulence (1997),23,2.565217391304348
"Turning, The (1992)",2,2.5
Twelfth Night (1996),29,3.4137931034482767
Twelve Monkeys (1995),392,3.798469387755102
Twilight (1998),4,2.5
Twin Town (1997),6,2.1666666666666665
Twisted (1996),6,3.5
Twister (1996),293,3.2150170648464163
Two Bits (1995),5,2.2
Two Deaths (1995),4,2.25
Two Friends (1986) ,1,3.0
Two Much (1996),7,2.4285714285714284
Two if by Sea (1996),25,2.6
Two or Three Things I Know About Her (1966),4,3.75
U Turn (1997),64,3.359375
U.S. Marshalls (1998),9,3.0
Ulee's Gold (1997),184,3.760869565217391
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",21,3.761904761904762
"Unbearable Lightness of Being, The (1988)",92,3.4565217391304346
Under Siege (1992),124,3.290322580645161
Under Siege 2: Dark Territory (1995),48,2.458333333333333
Underground (1995),5,2.8
"Underneath, The (1995)",4,2.75
Underworld (1997),4,2.5
Unforgettable (1996),34,3.3235294117647056
Unforgiven (1992),182,3.868131868131868
Unhook the Stars (1996),10,2.5
Unstrung Heroes (1995),22,3.3181818181818183
Until the End of the World (Bis ans Ende der Welt) (1991),23,2.8260869565217392
Unzipped (1995),11,3.5454545454545454
Up Close and Personal (1996),85,3.1882352941176477
Up in Smoke (1978),47,3.2553191489361697
"Usual Suspects, The (1995)",267,4.3857677902621734
Vampire in Brooklyn (1995),12,1.8333333333333333
"Van, The (1996)",6,2.6666666666666665
Vanya on 42nd Street (1994),27,3.592592592592593
Vegas Vacation (1997),75,2.4
Venice/Venice (1992),2,1.0
Vermin (1998),2,2.0
Vermont Is For Lovers (1992),1,1.0
Vertigo (1958),179,4.251396648044691
"Very Brady Sequel, A (1996)",93,2.3978494623655915
"Very Natural Thing, A (1974)",1,1.0
Victor/Victoria (1982),77,3.3376623376623376
"Vie est belle, La (Life is Rosey) (1987)",1,1.0
Village of the Damned (1995),22,2.6818181818181817
Virtuosity (1995),38,2.736842105263158
"Visitors, The (Visiteurs, Les) (1993)",2,3.5
Volcano (1997),219,2.808219178082192
Wag the Dog (1997),137,3.510948905109489
Waiting for Guffman (1996),47,4.127659574468085
Waiting to Exhale (1995),16,2.5
"Walk in the Clouds, A (1995)",63,3.2857142857142856
"Walk in the Sun, A (1945)",1,3.0
Walkabout (1971),26,3.8461538461538463
"Walking Dead, The (1995)",4,2.25
Walking and Talking (1996),8,3.625
Wallace & Gromit: The Best of Aardman Animation (1996),67,4.447761194029852
"War Room, The (1993)",9,3.333333333333333
"War at Home, The (1996)",1,2.0
"War, The (1994)",15,3.2666666666666666
Warriors of Virtue (1997),10,3.0
Washington Square (1997),34,3.294117647058824
Waterworld (1995),102,2.8039215686274512
Wedding Bell Blues (1996),1,3.0
"Wedding Gift, The (1994)",3,4.0
"Wedding Singer, The (1998)",72,3.486111111111111
Weekend at Bernie's (1989),60,2.6166666666666667
Welcome To Sarajevo (1997),22,3.363636363636364
Welcome to the Dollhouse (1995),112,3.7232142857142856
Wend Kuuni (God's Gift) (1982),1,1.0
Wes Craven's New Nightmare (1994),35,2.8
What Happened Was... (1994),8,2.625
What's Eating Gilbert Grape (1993),115,3.5391304347826087
What's Love Got to Do with It (1993),45,3.488888888888889
When Harry Met Sally... (1989),290,3.910344827586207
When Night Is Falling (1995),5,3.4
When We Were Kings (1996),44,4.045454545454546
When a Man Loves a Woman (1994),39,3.4871794871794872
When the Cats Away (Chacun cherche son chat) (1996),16,3.5625
While You Were Sleeping (1995),162,3.5493827160493834
"White Balloon, The (1995)",10,2.8
White Man's Burden (1995),10,2.0
White Squall (1996),85,3.4
"Whole Wide World, The (1996)",6,4.0
Widows' Peak (1994),19,3.5789473684210527
"Wife, The (1995)",1,3.0
Wild America (1997),9,2.888888888888889
Wild Bill (1995),12,2.5
"Wild Bunch, The (1969)",43,4.023255813953488
Wild Reeds (1994),14,3.1428571428571432
Wild Things (1998),11,2.727272727272727
William Shakespeare's Romeo and Juliet (1996),106,3.5943396226415096
Willy Wonka and the Chocolate Factory (1971),326,3.6319018404907975
Window to Paris (1994),1,4.0
Wings of Courage (1995),1,4.0
Wings of Desire (1987),57,4.0
"Wings of the Dove, The (1997)",75,3.68
Winnie the Pooh and the Blustery Day (1968),75,3.8
"Winter Guest, The (1997)",9,3.4444444444444446
Wishmaster (1997),27,2.4444444444444446
With Honors (1994),46,3.065217391304348
Withnail and I (1987),13,3.2307692307692313
Witness (1985),1,4.0
"Wizard of Oz, The (1939)",246,4.077235772357724
Wolf (1994),67,2.7014925373134333
"Woman in Question, The (1950)",1,1.0
"Women, The (1939)",15,3.6666666666666665
"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",10,4.0
Wonderland (1997),10,3.2
"Wooden Man's Bride, The (Wu Kui) (1994)",3,2.6666666666666665
"World of Apu, The (Apur Sansar) (1959)",6,4.0
"Wrong Trousers, The (1993)",118,4.466101694915254
Wyatt Earp (1994),50,3.1
Yankee Zulu (1994),1,1.0
Year of the Horse (1997),7,3.2857142857142856
You So Crazy (1994),1,3.0
Young Frankenstein (1974),200,3.945
Young Guns (1988),101,3.207920792079208
Young Guns II (1990),44,2.772727272727273
"Young Poisoner's Handbook, The (1995)",41,3.3414634146341466
Zeus and Roxanne (1997),6,2.1666666666666665
unknown,9,3.4444444444444446
Á köldum klaka (Cold Fever) (1994),1,3.0
